MONTH,OWNER,DEPENDEDON,RELEASES,RRANK,SCORE,SSCORE
2019-09,mapbox-npm-ci,1497,38,0.819,1226.043,0.956
2019-09,ronami,1463,42,0.838,1225.994,0.956
2019-09,bmathews,1693,21,0.724,1225.732,0.956
2019-09,vanesyan,9727,2,0.126,1225.602,0.956
2019-09,preactjs,1530,33,0.801,1225.53,0.956
2019-09,haprog,1443,44,0.845,1219.335,0.956
2019-09,dgraham,1372,62,0.887,1216.964,0.956
2019-09,churpeau,1265,181,0.962,1216.93,0.956
2019-09,bestander,1611,24,0.753,1213.083,0.955
2019-09,magedhennawy,1230,391,0.986,1212.78,0.955
2019-09,goodforonefare,1243,274,0.975,1211.925,0.955
2019-09,morganherlocker,2529,8,0.476,1203.804,0.955
2019-09,vkarpov15,2148,11,0.554,1189.992,0.955
2019-09,wix.mobile,1216,272,0.975,1185.6,0.955
2019-09,albrow,1287,92,0.921,1185.327,0.955
2019-09,bchillman,1287,92,0.921,1185.327,0.955
2019-09,fberger,1287,92,0.921,1185.327,0.955
2019-09,tonybrix,2489,8,0.476,1184.764,0.955
2019-09,calvinfo,1534,28,0.772,1184.248,0.955
2019-09,billyvg,1925,13,0.615,1183.875,0.955
2019-09,artur-,1360,51,0.868,1180.48,0.955
2019-09,dekz,1279,92,0.921,1177.959,0.955
2019-09,wkozyra,1218,197,0.965,1175.37,0.955
2019-09,pekam,1389,44,0.845,1173.705,0.955
2019-09,corevo,1231,134,0.952,1171.912,0.955
2019-09,bbarthec,1214,197,0.965,1171.51,0.955
2019-09,bahmutov,2451,8,0.476,1166.676,0.955
2019-09,alisonjoseph,1182,361,0.982,1160.724,0.954
2019-09,carbon-design-system,1182,361,0.982,1160.724,0.954
2019-09,shinytoyrobots,1182,361,0.982,1160.724,0.954
2019-09,englercj,1229,115,0.937,1151.573,0.954
2019-09,leechase,1170,380,0.984,1151.28,0.954
2019-09,asudoh,1170,361,0.982,1148.94,0.954
2019-09,lovemecomputer,1170,361,0.982,1148.94,0.954
2019-09,jauer,1921,12,0.596,1144.916,0.954
2019-09,sentry-bot,1921,12,0.596,1144.916,0.954
2019-09,virk,1201,132,0.951,1142.151,0.954
2019-09,rofrischmann,1167,279,0.975,1137.825,0.954
2019-09,thomaskelly,1168,262,0.974,1137.632,0.954
2019-09,formidable-owner,1438,31,0.791,1137.458,0.954
2019-09,nathanpjf,1167,262,0.974,1136.658,0.954
2019-09,huguestennier,1166,262,0.974,1135.684,0.954
2019-09,xdan,2044,11,0.554,1132.376,0.954
2019-09,andris,1899,12,0.596,1131.804,0.954
2019-09,harshal317,1162,262,0.974,1131.788,0.954
2019-09,ismail.syed,1162,265,0.974,1131.788,0.954
2019-09,wizardlyhel,1162,262,0.974,1131.788,0.954
2019-09,juandopazo,2256,9,0.501,1130.256,0.954
2019-09,themallen,1158,262,0.974,1127.892,0.954
2019-09,tsov,1158,262,0.974,1127.892,0.954
2019-09,chaosexanima,1302,50,0.866,1127.532,0.954
2019-09,marytal,1157,262,0.974,1126.918,0.953
2019-09,antoine.grant,1156,262,0.974,1125.944,0.953
2019-09,ccowan,1269,62,0.887,1125.603,0.953
2019-09,schwers,8929,2,0.126,1125.054,0.953
2019-09,satya164,1200,109,0.933,1119.6,0.953
2019-09,koddsson,1267,59,0.883,1118.761,0.953
2019-09,bevacqua,1261,62,0.887,1118.507,0.953
2019-09,rogeliog,8856,2,0.126,1115.856,0.953
2019-09,felixfbecker,1679,16,0.664,1114.856,0.953
2019-09,eunjae-lee,1330,42,0.838,1114.54,0.953
2019-09,exogen,1493,23,0.745,1112.285,0.953
2019-09,chrisguttandin,1141,227,0.971,1107.911,0.953
2019-09,mschoening,1252,59,0.883,1105.516,0.953
2019-09,syncfusion-javascript,1136,255,0.973,1105.328,0.953
2019-09,essentialjs2,1135,249,0.972,1103.22,0.953
2019-09,syncfusiondashboardplatform,1135,249,0.972,1103.22,0.953
2019-09,syncfusionorg,1135,249,0.972,1103.22,0.953
2019-09,entkenntnis,1130,276,0.975,1101.75,0.953
2019-09,inyono,1130,276,0.975,1101.75,0.953
2019-09,knorrke,1130,276,0.975,1101.75,0.953
2019-09,panayot.cankov,1153,136,0.953,1098.809,0.953
2019-09,steve8708,1099,522,0.989,1086.911,0.953
2019-09,catamphetamine,1225,62,0.887,1086.575,0.952
2019-09,izaera,1115,263,0.974,1086.01,0.952
2019-09,zvr,1212,67,0.896,1085.952,0.952
2019-09,hjdivad,1155,112,0.935,1079.925,0.952
2019-09,thgh,1550,18,0.693,1074.15,0.952
2019-09,jbalsas,1119,160,0.959,1073.121,0.952
2019-09,jeffreychew,1091,361,0.982,1071.362,0.952
2019-09,jendowns,1088,364,0.983,1069.504,0.952
2019-09,marshallswain,1163,88,0.919,1068.797,0.952
2019-09,simonfinney,1088,361,0.982,1068.416,0.952
2019-09,xianny,1160,90,0.92,1067.2,0.952
2019-09,ebrillhart,1514,19,0.704,1065.856,0.952
2019-09,tourdedave,1123,128,0.949,1065.727,0.952
2019-09,ifiokjr,1094,263,0.974,1065.556,0.952
2019-09,dave4506,1150,92,0.921,1059.15,0.952
2019-09,morulus,1081,279,0.975,1053.975,0.952
2019-09,polunzh,1096,167,0.959,1051.064,0.952
2019-09,joostdecock,1076,268,0.975,1049.1,0.952
2019-09,meriadec,1114,120,0.94,1047.16,0.952
2019-09,aws-amplify-ops,1079,212,0.97,1046.63,0.952
2019-09,souporserious,1379,24,0.753,1038.387,0.952
2019-09,atian25,2175,8,0.476,1035.3,0.952
2019-09,travi,1091,123,0.947,1033.177,0.951
2019-09,sujan12,1061,253,0.973,1032.353,0.951
2019-09,maltenorstroem,1058,264,0.974,1030.492,0.951
2019-09,veith,1058,264,0.974,1030.492,0.951
2019-09,davidesmaisons,1402,22,0.735,1030.47,0.951
2019-09,jljsj33,2053,9,0.501,1028.553,0.951
2019-09,conduitry,1440,20,0.714,1028.16,0.951
2019-09,riim,1076,132,0.951,1023.276,0.951
2019-09,mixonic,1358,24,0.753,1022.574,0.951
2019-09,wuweiweiwu,1500,17,0.678,1017,0.951
2019-09,tomrav,1062,155,0.957,1016.334,0.951
2019-09,strothj,2025,9,0.501,1014.525,0.951
2019-09,infotech.devnull,1036,279,0.975,1010.1,0.951
2019-09,v.lukoyanov,1036,279,0.975,1010.1,0.951
2019-09,mattlewis92,2544,6,0.395,1004.88,0.951
2019-09,princed,1217,39,0.825,1004.025,0.951
2019-09,ef4,1092,85,0.917,1001.364,0.951
2019-09,matuzalemteles,1042,158,0.958,998.236,0.951
2019-09,harshjv,1025,261,0.973,997.325,0.951
2019-09,liquality-bot,1025,261,0.973,997.325,0.951
2019-09,mattblackdesign,1025,261,0.973,997.325,0.951
2019-09,monokh,1025,261,0.973,997.325,0.951
2019-09,dmtr.kovalenko,1436,18,0.693,995.148,0.95
2019-09,sirian,1014,339,0.981,994.734,0.95
2019-09,evanpurkhiser,1669,12,0.596,994.724,0.95
2019-09,apapko,1008,392,0.986,993.888,0.95
2019-09,daniel15,1318,24,0.753,992.454,0.95
2019-09,lynnagara,1658,12,0.596,988.168,0.95
2019-09,dbaeumer,1310,24,0.753,986.43,0.95
2019-09,amasad,3283,4,0.3,984.9,0.95
2019-09,ryan.roemer,1452,17,0.678,984.456,0.95
2019-09,abjerstedt,1103,63,0.892,983.876,0.95
2019-09,yerkopalma,7786,2,0.126,981.036,0.95
2019-09,kylecesmat,1440,17,0.678,976.32,0.95
2019-09,tptee,1440,17,0.678,976.32,0.95
2019-09,dturissini,990,384,0.985,975.15,0.95
2019-09,lwc-admin,990,386,0.985,975.15,0.95
2019-09,eastridge,1438,17,0.678,974.964,0.95
2019-09,jason.wilson,1438,17,0.678,974.964,0.95
2019-09,mhink,1438,17,0.678,974.964,0.95
2019-09,paulathevalley,1438,17,0.678,974.964,0.95
2019-09,stefvhuynh,1438,17,0.678,974.964,0.95
2019-09,jamesiri,1008,199,0.967,974.736,0.949
2019-09,kaustavghosh06,1008,199,0.967,974.736,0.949
2019-09,manuel.iglesias,1008,199,0.967,974.736,0.949
2019-09,powerful23,1008,199,0.967,974.736,0.949
2019-09,undefobj,1008,199,0.967,974.736,0.949
2019-09,bryceosterhaus,1016,157,0.958,973.328,0.949
2019-09,kale-stew,1432,17,0.678,970.896,0.949
2019-09,kisenka,1193,36,0.812,968.716,0.949
2019-09,ahocevar,1046,97,0.924,966.504,0.949
2019-09,wdio-user,1086,62,0.887,963.282,0.949
2019-09,willbrock,1086,62,0.887,963.282,0.949
2019-09,danethurber,2023,8,0.476,962.948,0.949
2019-09,carlospaelinck,1365,19,0.704,960.96,0.949
2019-09,emilybrick,1083,60,0.885,958.455,0.949
2019-09,doormat23,1026,110,0.934,958.284,0.949
2019-09,michaelmerrill,1352,19,0.704,951.808,0.949
2019-09,paulbgd,2408,6,0.395,951.16,0.949
2019-09,x-extends,1077,58,0.882,949.914,0.949
2019-09,romger,1010,116,0.937,946.37,0.949
2019-09,kalin.chernev,990,129,0.949,939.51,0.949
2019-09,zkochan,1053,63,0.892,939.276,0.949
2019-09,webreflection,1034,72,0.901,931.634,0.949
2019-09,oclif-bot,7383,2,0.126,930.258,0.949
2019-09,sdepold,1852,9,0.501,927.852,0.949
2019-09,parkerziegler,1365,17,0.678,925.47,0.948
2019-09,apaleo-operations,932,642,0.991,923.612,0.948
2019-09,pgrm,932,642,0.991,923.612,0.948
2019-09,leomp12,967,142,0.955,923.485,0.948
2019-09,isidor,1225,24,0.753,922.425,0.948
2019-09,knitcodemonkey,1352,17,0.678,916.656,0.948
2019-09,mariano-formidable,1352,17,0.678,916.656,0.948
2019-09,ryanisinallofus,1352,17,0.678,916.656,0.948
2019-09,samwhale,1352,17,0.678,916.656,0.948
2019-09,sarmeyer,1352,17,0.678,916.656,0.948
2019-09,sushantdhiman,2320,6,0.395,916.4,0.948
2019-09,xo-union,954,174,0.96,915.84,0.948
2019-09,joaomoreno.ms,1413,15,0.648,915.624,0.948
2019-09,nunomaduro,1292,19,0.704,909.568,0.948
2019-09,slackersoft,7192,2,0.126,906.192,0.948
2019-09,dwfrank,7188,2,0.126,905.688,0.948
2019-09,wyatt,1902,8,0.476,905.352,0.948
2019-09,capaj,1900,8,0.476,904.4,0.948
2019-09,gre,1011,63,0.892,901.812,0.948
2019-09,blackmarket,1167,28,0.772,900.924,0.948
2019-09,rubensworks,941,151,0.956,899.596,0.948
2019-09,shakyshane,2577,5,0.349,899.373,0.948
2019-09,daffl,990,76,0.907,897.93,0.947
2019-09,brunobasto,966,95,0.923,891.618,0.947
2019-09,yacheng,949,116,0.937,889.213,0.947
2019-09,59naga,2945,4,0.3,883.5,0.947
2019-09,jontem,1593,11,0.554,882.522,0.947
2019-09,alex-saunders,1297,17,0.678,879.366,0.947
2019-09,kudrin,912,192,0.964,879.168,0.947
2019-09,eigenspace,890,385,0.985,876.65,0.947
2019-09,pimterry,1320,16,0.664,876.48,0.947
2019-09,aboutblank,893,343,0.981,876.033,0.947
2019-09,macdonst,937,110,0.934,875.158,0.947
2019-09,wintercn,937,106,0.931,872.347,0.947
2019-09,tgorkin,897,236,0.972,871.884,0.947
2019-09,cristiandouce,1824,8,0.476,868.224,0.947
2019-09,newsbielt703,1051,39,0.825,867.075,0.947
2019-09,haroenv,1338,15,0.648,867.024,0.947
2019-09,valleykid,1078,33,0.801,863.478,0.947
2019-09,scoutski,888,204,0.969,860.472,0.947
2019-09,kadamwhite,949,74,0.906,859.794,0.947
2019-09,drifty,904,126,0.948,856.992,0.947
2019-09,agoldenduck,888,198,0.965,856.92,0.946
2019-09,andrealin,888,198,0.965,856.92,0.946
2019-09,anmoldesailendi,888,198,0.965,856.92,0.946
2019-09,boris.gordon,888,198,0.965,856.92,0.946
2019-09,brianduan,888,198,0.965,856.92,0.946
2019-09,efallancy-lendi,888,198,0.965,856.92,0.946
2019-09,emorg,888,198,0.965,856.92,0.946
2019-09,jordan.simonovski,888,198,0.965,856.92,0.946
2019-09,kevin_lendi,888,198,0.965,856.92,0.946
2019-09,lendi-nicolas-ronsmans,888,198,0.965,856.92,0.946
2019-09,lendi-owner,888,198,0.965,856.92,0.946
2019-09,leo_lyu,888,198,0.965,856.92,0.946
2019-09,leo.wei,888,198,0.965,856.92,0.946
2019-09,malkyfaith,888,198,0.965,856.92,0.946
2019-09,matthew-jordan,888,198,0.965,856.92,0.946
2019-09,matthew-turner,888,198,0.965,856.92,0.946
2019-09,naguibihab,888,198,0.965,856.92,0.946
2019-09,nodemacross,888,198,0.965,856.92,0.946
2019-09,samnevers,888,198,0.965,856.92,0.946
2019-09,sebastien.quinternet,888,198,0.965,856.92,0.946
2019-09,taewoo.kim,888,198,0.965,856.92,0.946
2019-09,therozie,888,198,0.965,856.92,0.946
2019-09,yihan_lu_lendi,888,198,0.965,856.92,0.946
2019-09,gauntface,1798,8,0.476,855.848,0.946
2019-09,nolimits4web,1043,36,0.812,846.916,0.945
2019-09,aocneanu,884,155,0.957,845.988,0.945
2019-09,gandesc,884,155,0.957,845.988,0.945
2019-09,vlad.chv,884,155,0.957,845.988,0.945
2019-09,ionicabizau,1108,26,0.763,845.404,0.945
2019-09,francoischalifour,1370,13,0.615,842.55,0.945
2019-09,bharadwajsampath,872,198,0.965,841.48,0.945
2019-09,joshatlendi,872,198,0.965,841.48,0.945
2019-09,williamparrylendi,872,198,0.965,841.48,0.945
2019-09,kamsonline,872,164,0.959,836.248,0.945
2019-09,dxq613,901,100,0.927,835.227,0.945
2019-09,electron-nightly,1168,20,0.714,833.952,0.945
2019-09,tangjinzhou,1285,15,0.648,832.68,0.945
2019-09,eliperelman,933,63,0.892,832.236,0.945
2019-09,samthor,1052,31,0.791,832.132,0.945
2019-09,ilovegadd,858,178,0.961,824.538,0.945
2019-09,apuntovanini,858,175,0.961,824.538,0.945
2019-09,samouss,1335,13,0.615,821.025,0.945
2019-09,nicktho,855,156,0.958,819.09,0.945
2019-09,trycatchally,854,156,0.958,818.132,0.945
2019-09,aduth,903,74,0.906,818.118,0.945
2019-09,developers5minds,849,178,0.961,815.889,0.945
2019-09,carloslancha,883,94,0.923,815.009,0.944
2019-09,tkrugg,1325,13,0.615,814.875,0.944
2019-09,fivetanley,871,112,0.935,814.385,0.944
2019-09,kmag,1051,28,0.772,811.372,0.944
2019-09,duber,834,236,0.972,810.648,0.944
2019-09,evanhahn,1360,12,0.596,810.56,0.944
2019-09,dicarlo,842,174,0.96,808.32,0.944
2019-09,briancsparks,826,314,0.977,807.002,0.944
2019-09,danwbyrne,840,174,0.96,806.4,0.944
2019-09,m-mujica,962,42,0.838,806.156,0.944
2019-09,gustavohenke,3631,3,0.222,806.082,0.944
2019-09,jonnybel,828,256,0.973,805.644,0.944
2019-09,sahil.kabra.lendi,838,156,0.958,802.804,0.944
2019-09,willhowlett,812,512,0.988,802.256,0.944
2019-09,wmhilton,861,108,0.931,801.591,0.944
2019-09,cleishm,961,40,0.833,800.513,0.944
2019-09,vagusx,1229,15,0.648,796.392,0.944
2019-09,jb55,3586,3,0.222,796.092,0.944
2019-09,cartrujillo,819,248,0.972,796.068,0.943
2019-09,icbluetab,819,248,0.972,796.068,0.943
2019-09,ivlo,819,248,0.972,796.068,0.943
2019-09,nacho.hidalgo,819,248,0.972,796.068,0.943
2019-09,netto_bluetab,819,248,0.972,796.068,0.943
2019-09,saul_isern_bt,819,248,0.972,796.068,0.943
2019-09,sonia.curiel,819,248,0.972,796.068,0.943
2019-09,tom.crossland,819,248,0.972,796.068,0.943
2019-09,truedat-publish,819,247,0.972,796.068,0.943
2019-09,sling-web,829,158,0.958,794.182,0.943
2019-09,tcoulter,1196,16,0.664,794.144,0.943
2019-09,diegonvs,858,94,0.923,791.934,0.943
2019-09,davidmarkclements,1192,16,0.664,791.488,0.943
2019-09,daern91,884,64,0.893,789.412,0.943
2019-09,segmentio,1021,28,0.772,788.212,0.943
2019-09,screwdriver,874,69,0.898,784.852,0.943
2019-09,montezume,805,263,0.974,784.07,0.943
2019-09,amin-benselim,805,256,0.973,783.265,0.943
2019-09,djfarrelly,844,103,0.928,783.232,0.943
2019-09,christopherjbaker,1024,26,0.763,781.312,0.943
2019-09,ephox,829,120,0.94,779.26,0.943
2019-09,springmeyer,2594,4,0.3,778.2,0.943
2019-09,kagawa,798,233,0.972,775.656,0.943
2019-09,yhuard,817,129,0.949,775.333,0.943
2019-09,delvedor,860,71,0.899,773.14,0.943
2019-09,webcomponents-devs,1753,7,0.441,773.073,0.943
2019-09,federicoweber,832,103,0.928,772.096,0.942
2019-09,msanroman,832,103,0.928,772.096,0.942
2019-09,riad,852,74,0.906,771.912,0.942
2019-09,andyogo,796,204,0.969,771.324,0.942
2019-09,adamsilverstein,851,74,0.906,771.006,0.942
2019-09,ellatrix,851,74,0.906,771.006,0.942
2019-09,garypendergast,851,74,0.906,771.006,0.942
2019-09,gziolo,851,74,0.906,771.006,0.942
2019-09,jorgefilipecosta,851,74,0.906,771.006,0.942
2019-09,noisysocks,851,74,0.906,771.006,0.942
2019-09,stin13,1136,17,0.678,770.208,0.942
2019-09,snyk-admin,945,37,0.815,770.175,0.942
2019-09,michael-erasmus,827,103,0.928,767.456,0.942
2019-09,hamstu,826,103,0.928,766.528,0.942
2019-09,phosphor-user,1383,11,0.554,766.182,0.942
2019-09,sccolbert,1383,11,0.554,766.182,0.942
2019-09,helpscout,875,53,0.874,764.75,0.942
2019-09,bigtimebuddy,818,109,0.933,763.194,0.942
2019-09,spalger,848,71,0.899,762.352,0.942
2019-09,zenorocha,1376,11,0.554,762.304,0.942
2019-09,vakrilov,803,129,0.949,762.047,0.942
2019-09,bas3r,810,116,0.937,758.97,0.941
2019-09,rocket27,810,116,0.937,758.97,0.941
2019-09,ekryski,846,67,0.896,758.016,0.941
2019-09,albennett,816,103,0.928,757.248,0.941
2019-09,anafilipadealmeida,816,103,0.928,757.248,0.941
2019-09,bufferbot,816,103,0.928,757.248,0.941
2019-09,josemdev,816,103,0.928,757.248,0.941
2019-09,mayauribe,816,103,0.928,757.248,0.941
2019-09,mcgrailka,816,103,0.928,757.248,0.941
2019-09,moreofmorris,816,103,0.928,757.248,0.941
2019-09,philippemiguet,816,103,0.928,757.248,0.941
2019-09,stevenc81,816,103,0.928,757.248,0.941
2019-09,tiggreen,816,103,0.928,757.248,0.941
2019-09,tomredman,816,103,0.928,757.248,0.941
2019-09,isuvorov,784,198,0.965,756.56,0.941
2019-09,adierkens,777,208,0.969,752.913,0.941
2019-09,langhamp,793,130,0.949,752.557,0.941
2019-09,pbenes,793,130,0.949,752.557,0.941
2019-09,rowanmanning,774,217,0.97,750.78,0.941
2019-09,hcatlin,3368,3,0.222,747.696,0.941
2019-09,nex3,3368,3,0.222,747.696,0.941
2019-09,sassbot,3368,3,0.222,747.696,0.941
2019-09,dselman,758,390,0.985,746.63,0.941
2019-09,baraki,781,141,0.955,745.855,0.94
2019-09,fanatid,2483,4,0.3,744.9,0.94
2019-09,borai,754,367,0.983,741.182,0.94
2019-09,franksevenhuysen,754,367,0.983,741.182,0.94
2019-09,gaalman,754,367,0.983,741.182,0.94
2019-09,nazim.mohammed,754,367,0.983,741.182,0.94
2019-09,idoros,781,130,0.949,741.169,0.94
2019-09,formidablelabs,850,52,0.871,740.35,0.94
2019-09,mttrbrts,751,390,0.985,739.735,0.94
2019-09,steedos,757,281,0.975,738.075,0.94
2019-09,no23reason,775,133,0.951,737.025,0.94
2019-09,jlipps,843,53,0.874,736.782,0.94
2019-09,no-repeat,747,395,0.986,736.542,0.94
2019-09,jescalan,742,619,0.991,735.322,0.94
2019-09,emotion-release-bot,1388,10,0.529,734.252,0.94
2019-09,nockbot,3306,3,0.222,733.932,0.94
2019-09,martin.mosko,769,133,0.951,731.319,0.94
2019-09,strouhaljan,769,132,0.951,731.319,0.94
