MONTH,OWNER,DEPENDEDON,RELEASES,RRANK,SCORE,SSCORE
2019-09,danez,502568,77,0.908,456331.744,1
2019-09,loganfsmyth,509089,59,0.883,449525.587,1
2019-09,hzoo,508653,58,0.882,448631.946,1
2019-09,existentialism,461605,58,0.882,407135.61,1
2019-09,types,342591,505,0.988,338479.908,1
2019-09,nicolo-ribaudo,278943,58,0.882,246027.726,1
2019-09,fb,247372,87,0.918,227087.496,1
2019-09,gaearon,186342,98,0.926,172552.692,1
2019-09,jhnns,221843,19,0.704,156177.472,1
2019-09,ljharb,155464,79,0.91,141472.24,1
2019-09,sokra,203564,18,0.693,141069.852,1
2019-09,brianvaughn,149206,89,0.92,137269.52,0.999
2019-09,acdlite,150055,82,0.913,137000.215,0.999
2019-09,sebmck,163400,25,0.759,124020.6,0.999
2019-09,sophiebits,137373,71,0.899,123498.327,0.999
2019-09,thelarkinn,204413,12,0.596,121830.148,0.999
2019-09,sindresorhus,130255,104,0.93,121137.15,0.999
2019-09,evilebottnawi,164725,21,0.724,119260.9,0.999
2019-09,yyx990803,109040,175,0.961,104787.44,0.999
2019-09,trueadm,114758,68,0.897,102937.926,0.999
2019-09,threepointone,111609,74,0.906,101117.754,0.999
2019-09,sebmarkbage,103595,76,0.907,93960.665,0.999
2019-09,typescript,115750,27,0.768,88896,0.999
2019-09,cpojer,102747,44,0.845,86821.215,0.999
2019-09,d3viant0ne,151542,9,0.501,75922.542,0.999
2019-09,isaacs,78488,94,0.923,72444.424,0.999
2019-09,bebraw,136158,10,0.529,72027.582,0.999
2019-09,rich_harris,79900,62,0.887,70871.3,0.999
2019-09,beisencorp,63825,9884,1,63825,0.999
2019-09,thejameskyle,124733,9,0.501,62491.233,0.999
2019-09,michael-ciniawsky,166510,5,0.349,58111.99,0.999
2019-09,tmeasday,57734,986,0.995,57445.33,0.999
2019-09,jameshenry,59934,155,0.957,57356.838,0.999
2019-09,mysticatea,69123,37,0.815,56335.245,0.998
2019-09,ndelangen,56499,991,0.996,56273.004,0.998
2019-09,alexandrebodin,54510,1332,0.997,54346.47,0.998
2019-09,shilman,54374,983,0.995,54102.13,0.998
2019-09,hypnosphi,54293,983,0.995,54021.535,0.998
2019-09,pksunkara,54074,988,0.996,53857.704,0.998
2019-09,danielduan,54071,981,0.995,53800.645,0.998
2019-09,usulpro,54048,982,0.995,53777.76,0.998
2019-09,monastic.panic,54438,431,0.987,53730.306,0.998
2019-09,igor-dv,53671,981,0.995,53402.645,0.998
2019-09,domyen,52684,981,0.995,52420.58,0.998
2019-09,kylesuss,52673,981,0.995,52409.635,0.998
2019-09,gongreg,52671,981,0.995,52407.645,0.998
2019-09,angular,52278,325,0.98,51232.44,0.998
2019-09,trysound,86715,10,0.529,45872.235,0.998
2019-09,zpao,53263,23,0.745,39680.935,0.998
2019-09,kentcdodds,45079,44,0.845,38091.755,0.998
2019-09,soda,38970,136,0.953,37138.41,0.998
2019-09,ai,39958,66,0.895,35762.41,0.998
2019-09,akryum,35242,175,0.961,33867.562,0.998
2019-09,lukastaegert,63698,9,0.501,31912.698,0.998
2019-09,feross,34749,64,0.893,31030.857,0.998
2019-09,jimsimon,29786,3644,1,29786,0.997
2019-09,johnjcorrigan,29786,3644,1,29786,0.997
2019-09,jstern,29786,3644,1,29786,0.997
2019-09,agriffin-instructure,29748,3606,0.999,29718.252,0.997
2019-09,crwang,29748,3606,0.999,29718.252,0.997
2019-09,ddonahue-inst,29748,3606,0.999,29718.252,0.997
2019-09,mbrewerdavis,29748,3606,0.999,29718.252,0.997
2019-09,cprescott-inst,29746,3606,0.999,29716.254,0.997
2019-09,gbradyinstructure,29746,3606,0.999,29716.254,0.997
2019-09,hyan,29746,3606,0.999,29716.254,0.997
2019-09,jcrystal,29746,3606,0.999,29716.254,0.997
2019-09,jholt,29746,3606,0.999,29716.254,0.997
2019-09,jkhiggins,29746,3606,0.999,29716.254,0.997
2019-09,maths22,29746,3606,0.999,29716.254,0.997
2019-09,quizzesuici,29746,3606,0.999,29716.254,0.997
2019-09,skacsmark,29746,3606,0.999,29716.254,0.997
2019-09,vsubramaniam,29746,3606,0.999,29716.254,0.997
2019-09,tburraston,29743,3606,0.999,29713.257,0.997
2019-09,dignifiedquire,35174,41,0.836,29405.464,0.997
2019-09,claydiffrient,28781,3368,0.999,28752.219,0.997
2019-09,ryankshaw,28781,3368,0.999,28752.219,0.997
2019-09,eschiebel,28755,3367,0.999,28726.245,0.996
2019-09,personable,28755,3367,0.999,28726.245,0.996
2019-09,sejensen,28755,3367,0.999,28726.245,0.996
2019-09,instuici,28754,3367,0.999,28725.246,0.996
2019-09,shichongrui,28718,3330,0.998,28660.564,0.996
2019-09,codequistador,28717,3329,0.998,28659.566,0.996
2019-09,itadmins,28717,3329,0.998,28659.566,0.996
2019-09,natearmstrong,28717,3329,0.998,28659.566,0.996
2019-09,byackley,28716,3330,0.998,28658.568,0.996
2019-09,kmcgrady,28716,3329,0.998,28658.568,0.996
2019-09,leontaolong,28716,3329,0.998,28658.568,0.996
2019-09,phiett,28716,3329,0.998,28658.568,0.996
2019-09,bytenel,28712,3329,0.998,28654.576,0.996
2019-09,instructure-toolsmiths-service-user,28712,3329,0.998,28654.576,0.996
2019-09,mathias,70133,6,0.395,27702.535,0.996
2019-09,amzn-oss,27693,1643,0.998,27637.614,0.996
2019-09,nzakas,68962,6,0.395,27239.99,0.996
2019-09,mikeal,27273,98,0.926,25254.798,0.996
2019-09,eventualbuddha,33424,23,0.745,24900.88,0.996
2019-09,tjholowaychuk,40423,13,0.615,24860.145,0.996
2019-09,blakeembrey,50009,8,0.476,23804.284,0.996
2019-09,dotansimha,22259,7383,1,22259,0.996
2019-09,spacek33z,55983,6,0.395,22113.285,0.996
2019-09,urigo,21928,7212,1,21928,0.995
2019-09,stefanpenner,22709,181,0.962,21846.058,0.995
2019-09,aws-sdk-bot,21836,898,0.993,21683.148,0.995
2019-09,zheallan,21688,898,0.993,21536.184,0.995
2019-09,trivikr-aws,21617,885,0.993,21465.681,0.995
2019-09,johno,21518,789,0.993,21367.374,0.995
2019-09,rwjblue,22126,188,0.962,21285.212,0.995
2019-09,kamilkisiela,20776,7228,1,20776,0.995
2019-09,ardatan,20641,7210,1,20641,0.995
2019-09,jedwatson,22216,99,0.926,20572.016,0.995
2019-09,bcoe,33256,13,0.615,20452.44,0.995
2019-09,azakus,20513,388,0.985,20205.305,0.995
2019-09,apollo-bot,20996,158,0.958,20114.168,0.995
2019-09,substack,25479,30,0.787,20051.973,0.995
2019-09,darkbasic,19777,7018,1,19777,0.995
2019-09,timer,20531,166,0.959,19689.229,0.995
2019-09,jprichardson,36138,10,0.529,19117.002,0.995
2019-09,victorystick,47871,6,0.395,18909.045,0.995
2019-09,timdorr,31167,12,0.596,18575.532,0.995
2019-09,jfmengels,35032,10,0.529,18531.928,0.995
2019-09,rauchg,19216,188,0.962,18485.792,0.995
2019-09,gr2m,19799,97,0.924,18294.276,0.995
2019-09,bicknellr,18251,388,0.985,17977.235,0.994
2019-09,contra,23578,23,0.745,17565.61,0.994
2019-09,aomarks,17763,381,0.985,17496.555,0.994
2019-09,tootallnate,18626,117,0.938,17471.188,0.994
2019-09,grapecity,17244,4058,1,17244,0.994
2019-09,sebastian.meier,16048,1482,0.997,15999.856,0.994
2019-09,moellenbeck,15736,1482,0.997,15688.792,0.994
2019-09,emarquez,15911,381,0.985,15672.335,0.994
2019-09,kylemathews,15612,621,0.991,15471.492,0.994
2019-09,freiksenet,15607,621,0.991,15466.537,0.994
2019-09,xtuc,25564,12,0.596,15236.144,0.994
2019-09,keithamus,16980,68,0.897,15231.06,0.994
2019-09,heikomat,14905,1430,0.997,14860.285,0.994
2019-09,obivarg,14894,1427,0.997,14849.318,0.994
2019-09,vyperus,14894,1427,0.997,14849.318,0.994
2019-09,alexanderkasten,14892,1427,0.997,14847.324,0.994
2019-09,bjoern.roeber,14892,1427,0.997,14847.324,0.994
2019-09,process-engine-ci,14892,1427,0.997,14847.324,0.994
2019-09,shellscape,21385,18,0.693,14819.805,0.994
2019-09,yannickcr,23915,13,0.615,14707.725,0.994
2019-09,mafintosh,15819,98,0.926,14648.394,0.994
2019-09,theia,14237,3618,1,14237,0.994
2019-09,lencioni,14977,119,0.94,14078.38,0.993
2019-09,yesmeck,14444,172,0.96,13866.24,0.993
2019-09,afc163,14560,117,0.938,13657.28,0.993
2019-09,jamo,13637,641,0.991,13514.267,0.993
2019-09,kof,14652,88,0.919,13465.188,0.993
2019-09,defunctzombie,38461,5,0.349,13422.889,0.993
2019-09,marionebl,15923,39,0.825,13136.475,0.993
2019-09,mitchellhamilton,13625,124,0.948,12916.5,0.993
2019-09,biscarch,12904,657,0.992,12800.768,0.993
2019-09,pieh,12829,624,0.991,12713.539,0.993
2019-09,dschau,12796,622,0.991,12680.836,0.993
2019-09,wardpeet,12784,621,0.991,12668.944,0.993
2019-09,davidbailey00,12782,621,0.991,12666.962,0.993
2019-09,m-allanson,12782,620,0.991,12666.962,0.993
2019-09,sidharthachatterjee,12782,620,0.991,12666.962,0.993
2019-09,philpl,14780,46,0.854,12622.12,0.993
2019-09,hiroppy,19754,14,0.632,12484.528,0.993
2019-09,adam_baldwin,14364,47,0.856,12295.584,0.993
2019-09,andarist,15281,34,0.804,12285.924,0.993
2019-09,yiminghe,13121,109,0.933,12241.893,0.993
2019-09,mjackson,18346,16,0.664,12181.744,0.993
2019-09,wincent,12983,104,0.93,12074.19,0.993
2019-09,moocar,12072,570,0.99,11951.28,0.992
2019-09,rrrene,11870,1427,0.997,11834.39,0.992
2019-09,lgm,12117,190,0.964,11680.788,0.992
2019-09,ahmadnassri,13485,45,0.85,11462.25,0.992
2019-09,timneutkens,11668,284,0.975,11376.3,0.992
2019-09,flet,13539,40,0.833,11277.987,0.992
2019-09,neozw,11654,185,0.962,11211.148,0.992
2019-09,darcyclarke,12982,47,0.856,11112.592,0.992
2019-09,angularcore,12638,55,0.878,11096.164,0.992
2019-09,pvdlg,16300,17,0.678,11051.4,0.992
2019-09,suchipi,36795,4,0.3,11038.5,0.992
2019-09,annekimsey,12982,45,0.85,11034.7,0.992
2019-09,claudiahdz,12982,45,0.85,11034.7,0.992
2019-09,jongleberry,15882,18,0.693,11006.226,0.992
2019-09,jeanlauliac,86762,2,0.126,10932.012,0.992
2019-09,kossnocorp,14729,21,0.724,10663.796,0.992
2019-09,benjycui,11633,60,0.885,10295.205,0.992
2019-09,qix,34025,4,0.3,10207.5,0.992
2019-09,bycedric,11769,47,0.856,10074.264,0.992
2019-09,keanulee,11851,45,0.85,10073.35,0.992
2019-09,jbaxleyiii,13191,25,0.759,10011.969,0.992
2019-09,intelligibabble,25044,6,0.395,9892.38,0.992
2019-09,moox,19699,9,0.501,9869.199,0.991
2019-09,munter,32843,4,0.3,9852.9,0.991
2019-09,zombiej,10131,143,0.955,9675.105,0.991
2019-09,indutny,11301,47,0.856,9673.656,0.991
2019-09,escapedcat,11744,38,0.819,9618.336,0.991
2019-09,craigbilner,9553,635,0.991,9467.023,0.991
2019-09,marcincuber,9553,635,0.991,9467.023,0.991
2019-09,newsuk,9553,635,0.991,9467.023,0.991
2019-09,turbo87,13658,18,0.693,9464.994,0.991
2019-09,news-tools,9533,618,0.99,9437.67,0.991
2019-09,jantimon,14807,14,0.632,9358.024,0.991
2019-09,martinhelmut,11744,32,0.794,9324.736,0.991
2019-09,wooorm,9705,145,0.955,9268.275,0.991
2019-09,michalsnik,11429,34,0.804,9188.916,0.991
2019-09,dominictarr,11335,32,0.794,8999.99,0.991
2019-09,fengmk2,10786,39,0.825,8898.45,0.991
2019-09,neoziro,9649,84,0.914,8819.186,0.991
2019-09,chrisvfritz,10834,33,0.801,8678.034,0.991
2019-09,eslint,68598,2,0.126,8643.348,0.991
2019-09,ivolodin,68552,2,0.126,8637.552,0.991
2019-09,ntwb,9442,77,0.908,8573.336,0.991
2019-09,ianschmitz,17095,9,0.501,8564.595,0.991
2019-09,imbhargav5,8947,153,0.957,8562.279,0.99
2019-09,indexzero,11792,21,0.724,8537.408,0.99
2019-09,iansu,16087,10,0.529,8510.023,0.99
2019-09,coreyfarrell,17850,8,0.476,8496.6,0.99
2019-09,shama,15266,11,0.554,8457.364,0.99
2019-09,guybedford,9553,53,0.874,8349.322,0.99
2019-09,boennemann,13960,12,0.596,8320.16,0.99
2019-09,leebyron,15529,10,0.529,8214.841,0.99
2019-09,vjeux,36767,3,0.222,8162.274,0.99
2019-09,fredkschott,11421,20,0.714,8154.594,0.99
2019-09,benjamn,12816,14,0.632,8099.712,0.99
2019-09,niftylettuce,8335,150,0.956,7968.26,0.99
2019-09,hueniverse,8839,63,0.892,7884.388,0.99
2019-09,typicode,22523,5,0.349,7860.527,0.99
2019-09,microsoft,7887,615,0.99,7808.13,0.99
2019-09,zertosh,61762,2,0.126,7782.012,0.99
2019-09,gajus,9555,34,0.804,7682.22,0.99
2019-09,alisowski,7633,2309,0.998,7617.734,0.99
2019-09,orta,8139,108,0.931,7577.409,0.99
2019-09,leo,7853,176,0.961,7546.733,0.99
2019-09,vvo,14216,10,0.529,7520.264,0.99
2019-09,progress,7535,827,0.993,7482.255,0.99
2019-09,atomist,7513,857,0.993,7460.409,0.989
2019-09,okonet,18399,6,0.395,7267.605,0.989
2019-09,fatso83,14499,9,0.501,7263.999,0.989
2019-09,kassens,12976,11,0.554,7188.704,0.989
2019-09,bret,11559,13,0.615,7108.785,0.989
2019-09,paranoidjk,8132,52,0.871,7082.972,0.989
2019-09,jrjohnson,9010,29,0.782,7045.82,0.989
2019-09,ktsn,8541,35,0.809,6909.669,0.989
2019-09,tschaub,7409,103,0.928,6875.552,0.989
2019-09,jonschlinkert,10517,15,0.648,6815.016,0.989
2019-09,wix-ci,6820,2639,0.998,6806.36,0.989
2019-09,sashko,11062,13,0.615,6803.13,0.989
2019-09,oliviertassinari,10924,13,0.615,6718.26,0.989
2019-09,fortawesome-admin,9271,21,0.724,6712.204,0.989
2019-09,mwilkerson,9271,21,0.724,6712.204,0.989
2019-09,robmadole,9271,21,0.724,6712.204,0.989
2019-09,supercodepoet,9271,21,0.724,6712.204,0.989
2019-09,devoto13,8991,21,0.724,6509.484,0.989
2019-09,eddyerburgh,8046,35,0.809,6509.214,0.989
2019-09,ahdinosaur,8298,28,0.772,6406.056,0.989
2019-09,maxogden,13425,8,0.476,6390.3,0.989
2019-09,shahata,6383,2640,0.998,6370.234,0.989
2019-09,tkh44,9548,16,0.664,6339.872,0.988
2019-09,dead_horse,10221,13,0.615,6285.915,0.988
2019-09,ev1stensberg,28202,3,0.222,6260.844,0.988
2019-09,google-wombot,6294,901,0.993,6249.942,0.988
2019-09,bpostlethwaite,7984,29,0.782,6243.488,0.988
2019-09,wix-ambassador,6243,2639,0.998,6230.514,0.988
2019-09,mpeyper,6955,65,0.894,6217.77,0.988
2019-09,arunoda,6523,134,0.952,6209.896,0.988
2019-09,maksimr,7642,36,0.812,6205.304,0.988
2019-09,nkzawa,6498,134,0.952,6186.096,0.988
2019-09,peggyrayzis,7405,40,0.833,6168.365,0.988
2019-09,christophwitzko,13958,7,0.441,6155.478,0.988
2019-09,ungoldman,8108,25,0.759,6153.972,0.988
2019-09,semantic-release-bot,13936,7,0.441,6145.776,0.988
2019-09,~jcblw,7673,32,0.794,6092.362,0.988
2019-09,xzyfer,27274,3,0.222,6054.828,0.988
2019-09,kevlened,6864,56,0.879,6033.456,0.988
2019-09,paulirish,6300,155,0.957,6029.1,0.988
2019-09,patrickhulce,7008,49,0.86,6026.88,0.988
2019-09,dickeyxxx,7917,25,0.759,6009.003,0.988
2019-09,netanelgilad,5964,2639,0.998,5952.072,0.988
2019-09,wix-ci-publisher,5915,2601,0.998,5903.17,0.988
2019-09,styfle,6256,113,0.936,5855.616,0.987
2019-09,thymikee,7826,23,0.745,5830.37,0.987
2019-09,kfranqueiro,5893,381,0.985,5804.605,0.987
2019-09,vladikoff,13061,7,0.441,5759.901,0.987
2019-09,forbeslindesay,13010,7,0.441,5737.41,0.987
2019-09,leichtgewicht,7757,22,0.735,5701.395,0.987
2019-09,mattandrews,5862,212,0.97,5686.14,0.987
2019-09,abhiomkar,5778,380,0.984,5685.552,0.987
2019-09,acdvorak,5778,380,0.984,5685.552,0.987
2019-09,aprigogin,5778,380,0.984,5685.552,0.987
2019-09,bonniez,5778,380,0.984,5685.552,0.987
2019-09,bwobrien,5778,380,0.984,5685.552,0.987
2019-09,lynnjepsen,5778,380,0.984,5685.552,0.987
2019-09,material-admin,5778,380,0.984,5685.552,0.987
2019-09,moog16,5778,380,0.984,5685.552,0.987
2019-09,patrickrodee,5778,380,0.984,5685.552,0.987
2019-09,williamernest,5778,380,0.984,5685.552,0.987
2019-09,developit,6181,82,0.913,5643.253,0.987
2019-09,mattface,5657,1352,0.997,5640.029,0.987
2019-09,rasphilco,7445,24,0.753,5606.085,0.987
2019-09,coolaj86,8859,14,0.632,5598.888,0.987
2019-09,eps1lon,8619,15,0.648,5585.112,0.987
2019-09,timdeschryver,6671,41,0.836,5576.956,0.986
2019-09,chriseppstein,7997,18,0.693,5541.921,0.986
2019-09,georgegillams,5516,1373,0.997,5499.452,0.986
2019-09,k0nserv,5516,1352,0.997,5499.452,0.986
2019-09,shaundon,5516,1352,0.997,5499.452,0.986
2019-09,tiagohngl,5482,1352,0.997,5465.554,0.986
2019-09,ojcurt,5460,1352,0.997,5443.62,0.986
2019-09,jeddy3,8595,14,0.632,5432.04,0.986
2019-09,rosskevin,8811,13,0.615,5418.765,0.986
2019-09,dougwilson,42796,2,0.126,5392.296,0.986
2019-09,heartyoh,5429,840,0.993,5390.997,0.986
2019-09,stellan.gil,5427,840,0.993,5389.011,0.986
2019-09,jacogr,5372,2688,0.998,5361.256,0.986
2019-09,lllleeee,5384,822,0.993,5346.312,0.986
2019-09,watson,5732,98,0.926,5307.832,0.986
2019-09,gkatsev,8176,15,0.648,5298.048,0.986
2019-09,wix-bi-publisher,5294,2601,0.998,5283.412,0.986
2019-09,benmonro,6731,29,0.782,5263.642,0.986
2019-09,gpx,6677,30,0.787,5254.799,0.986
2019-09,chenshuai2144,5541,122,0.947,5247.327,0.986
2019-09,yoshuawuyts,13283,6,0.395,5246.785,0.986
2019-09,kevva,6794,28,0.772,5244.968,0.986
2019-09,lydell,17482,4,0.3,5244.6,0.985
2019-09,mbrookes,8788,12,0.596,5237.648,0.985
2019-09,hai-cea,8779,12,0.596,5232.284,0.985
2019-09,bcarroll22,6671,29,0.782,5216.722,0.985
2019-09,dfcook,6671,29,0.782,5216.722,0.985
2019-09,testing-library-bot,6671,29,0.782,5216.722,0.985
2019-09,wendell_adriel,6671,29,0.782,5216.722,0.985
2019-09,vdemedes,6331,37,0.815,5159.765,0.985
2019-09,joshwooding,8619,12,0.596,5136.924,0.985
2019-09,eunhye,5166,822,0.993,5129.838,0.985
2019-09,xjamundx,22979,3,0.222,5101.338,0.985
2019-09,mhartington,5160,398,0.987,5092.92,0.985
2019-09,atlaskit,5194,323,0.979,5084.926,0.985
2019-09,allanchen,5166,380,0.984,5083.344,0.985
2019-09,esgonzalez,5166,380,0.984,5083.344,0.985
2019-09,emilbayes,8043,14,0.632,5083.176,0.985
2019-09,igorklopov,5386,113,0.936,5041.296,0.985
2019-09,markdalgleish,6212,35,0.809,5025.508,0.985
2019-09,mzabriskie,22569,3,0.222,5010.318,0.985
2019-09,josephsavona,12650,6,0.395,4996.75,0.985
2019-09,kellyselden,5137,236,0.972,4993.164,0.985
2019-09,azz,39605,2,0.126,4990.23,0.984
2019-09,maxlynch,5024,404,0.987,4958.688,0.984
2019-09,balupton,8061,13,0.615,4957.515,0.984
2019-09,mbostock,6440,26,0.763,4913.72,0.984
2019-09,elbandito,6468,24,0.753,4870.404,0.984
2019-09,mdo,5470,61,0.886,4846.42,0.984
2019-09,btakita,4845,1769,0.998,4835.31,0.984
2019-09,ionicjs,4875,402,0.987,4811.625,0.984
2019-09,cwmma,16025,4,0.3,4807.5,0.984
2019-09,anandthakker,9546,9,0.501,4782.546,0.984
2019-09,ikatyang,37944,2,0.126,4780.944,0.984
2019-09,oliver.moran,4765,1358,0.997,4750.705,0.984
2019-09,timoxley,8930,10,0.529,4723.97,0.984
2019-09,emoore,4730,1386,0.997,4715.81,0.984
2019-09,jay_lee,4728,801,0.993,4694.904,0.984
2019-09,horwengliang95,4728,783,0.992,4690.176,0.984
2019-09,chunseop,4727,783,0.992,4689.184,0.984
2019-09,linusu,21018,3,0.222,4665.996,0.984
2019-09,abetomo,9733,8,0.476,4632.908,0.984
2019-09,nkranendonk,4642,1386,0.997,4628.074,0.984
2019-09,nuskin-cws,4642,1386,0.997,4628.074,0.984
2019-09,egoist,5688,35,0.809,4601.592,0.984
2019-09,ember-cli,7264,14,0.632,4590.848,0.983
2019-09,chayeongrong,4604,783,0.992,4567.168,0.983
2019-09,sorrycc,4768,150,0.956,4558.208,0.983
2019-09,matheuss,4805,113,0.936,4497.48,0.983
2019-09,marak,6600,17,0.678,4474.8,0.983
2019-09,coderaiser,4534,273,0.975,4420.65,0.983
2019-09,wycats,5192,45,0.85,4413.2,0.983
2019-09,simov,11150,6,0.395,4404.25,0.983
2019-09,yutingzhao1991,4676,119,0.94,4395.44,0.983
2019-09,adamdbradley,4577,150,0.956,4375.612,0.983
2019-09,dcposch,5659,27,0.768,4346.112,0.983
2019-09,blink1073,4415,376,0.984,4344.36,0.983
2019-09,ycjcl868,4561,127,0.949,4328.389,0.983
2019-09,javivelasco,4586,113,0.936,4292.496,0.983
2019-09,jonathantneal,7724,11,0.554,4279.096,0.983
2019-09,codetheory,4512,113,0.936,4223.232,0.983
2019-09,webex-jenkins,4222,1538,0.998,4213.556,0.983
2019-09,adamweeks,4220,1538,0.998,4211.56,0.983
2019-09,joecohens,4487,113,0.936,4199.832,0.983
2019-09,firebase-ops,4220,720,0.992,4186.24,0.983
2019-09,chholland,4202,715,0.992,4168.384,0.982
2019-09,feiyang.chen,4202,715,0.992,4168.384,0.982
2019-09,hiranya911,4202,715,0.992,4168.384,0.982
2019-09,boneskull,32873,2,0.126,4141.998,0.982
2019-09,timothygu,13776,4,0.3,4132.8,0.982
2019-09,quietshu,4309,113,0.936,4033.224,0.982
2019-09,tkellen,13400,4,0.3,4020,0.982
2019-09,eladb,4038,525,0.989,3993.582,0.982
2019-09,aws-cdk-team,4036,534,0.989,3991.604,0.982
2019-09,dcousens,8374,8,0.476,3986.024,0.982
2019-09,rix0rrr,4034,520,0.988,3985.592,0.982
2019-09,romainmuller,4034,520,0.988,3985.592,0.982
2019-09,caridy,4030,420,0.987,3977.61,0.982
2019-09,zeit-bot,4145,155,0.957,3966.765,0.982
2019-09,brandyscarney,4129,140,0.954,3939.066,0.982
2019-09,jthoms1,4129,140,0.954,3939.066,0.982
2019-09,evanshauser,5594,19,0.704,3938.176,0.982
2019-09,banpresto,3950,814,0.993,3922.35,0.982
2019-09,katiegengler,5208,24,0.753,3921.624,0.982
2019-09,dav-is,4079,155,0.957,3903.603,0.982
2019-09,pi0,3964,284,0.975,3864.9,0.982
2019-09,hudochenkov,9784,6,0.395,3864.68,0.982
2019-09,rem,6435,12,0.596,3835.26,0.982
2019-09,aureliaeffect,3848,728,0.992,3817.216,0.982
2019-09,vitaly,9660,6,0.395,3815.7,0.981
2019-09,lucleray,4068,113,0.936,3807.648,0.981
2019-09,sophearak,4048,116,0.937,3792.976,0.981
2019-09,palantir,29982,2,0.126,3777.732,0.981
2019-09,manucorporat,3938,138,0.953,3752.914,0.981
2019-09,rstacruz,6728,11,0.554,3727.312,0.981
2019-09,grabbou,4808,28,0.772,3711.776,0.981
2019-09,simenb,9374,6,0.395,3702.73,0.981
2019-09,lyonghwan,3709,779,0.992,3679.328,0.981
2019-09,rvagg,4682,29,0.782,3661.324,0.981
2019-09,posva,7283,9,0.501,3648.783,0.981
2019-09,cainus,8223,7,0.441,3626.343,0.981
2019-09,jxnblk,3971,82,0.913,3625.523,0.981
2019-09,hharnisc,4264,45,0.85,3624.4,0.981
2019-09,klau,3630,1388,0.997,3619.11,0.981
2019-09,rellenberger,3630,1386,0.997,3619.11,0.981
2019-09,mastilver,16284,3,0.222,3615.048,0.981
2019-09,dwieeb,3793,136,0.953,3614.729,0.981
2019-09,mislav,4062,61,0.886,3598.932,0.981
2019-09,iamevilrabbit,4234,45,0.85,3598.9,0.981
2019-09,camwiegert,3769,136,0.953,3591.857,0.981
2019-09,ide,3674,230,0.972,3571.128,0.981
2019-09,schickling,3654,304,0.977,3569.958,0.98
2019-09,znck,4128,49,0.86,3550.08,0.98
2019-09,asiandrummer,11828,4,0.3,3548.4,0.98
2019-09,aweary,28129,2,0.126,3544.254,0.98
2019-09,sendilkumarn,28101,2,0.126,3540.726,0.98
2019-09,ematipico,28099,2,0.126,3540.474,0.98
2019-09,jcrugzz,5747,13,0.615,3534.405,0.98
2019-09,blesh,8919,6,0.395,3523.005,0.98
2019-09,jonyw,3666,141,0.955,3501.03,0.98
2019-09,liushaozhen,3655,140,0.954,3486.87,0.98
2019-09,kensodemann,3668,128,0.949,3480.932,0.98
2019-09,ijjk,3760,88,0.919,3455.44,0.98
2019-09,atinux,3551,255,0.973,3455.123,0.98
2019-09,guoyongfeng,3645,123,0.947,3451.815,0.98
2019-09,nhyatt,3610,134,0.952,3436.72,0.98
2019-09,ericf,3949,51,0.868,3427.732,0.98
2019-09,redonkulus,3748,84,0.914,3425.672,0.98
2019-09,marijn,4915,18,0.693,3406.095,0.98
2019-09,kvkens,3650,107,0.931,3398.15,0.98
2019-09,chris_lim7150,3422,748,0.992,3394.624,0.98
2019-09,fivepointseven,3990,45,0.85,3391.5,0.98
2019-09,yonyoufed,3644,102,0.928,3381.632,0.979
2019-09,zhaoyuchief,3644,102,0.928,3381.632,0.979
2019-09,paulmillr,6390,10,0.529,3380.31,0.979
2019-09,ehmicky,3918,46,0.854,3345.972,0.979
2019-09,olliv,3703,73,0.903,3343.809,0.979
2019-09,chadhietala,3988,42,0.838,3341.944,0.979
2019-09,erisds,3722,64,0.893,3323.746,0.979
2019-09,mjmahone,11078,4,0.3,3323.4,0.979
2019-09,angular-devkit,3681,72,0.901,3316.581,0.979
2019-09,deepsweet,3572,101,0.927,3311.244,0.979
2019-09,davidchambers,5976,11,0.554,3310.704,0.979
2019-09,goto-bus-stop,9411,5,0.349,3284.439,0.979
2019-09,jordangens,6540,9,0.501,3276.54,0.979
2019-09,vignesh.shanmugam,3644,64,0.893,3254.092,0.979
2019-09,yangchch,3498,105,0.93,3253.14,0.979
2019-09,dengfuping,3504,102,0.928,3251.712,0.979
2019-09,mantoni,14545,3,0.222,3228.99,0.979
2019-09,npm_yx,3455,104,0.93,3213.15,0.979
2019-09,manovotny,3733,49,0.86,3210.38,0.979
2019-09,stevemao,14451,3,0.222,3208.122,0.979
2019-09,helfer,10665,4,0.3,3199.5,0.979
2019-09,tplus,3219,899,0.993,3196.467,0.979
2019-09,arzafran,3741,45,0.85,3179.85,0.979
2019-09,peeri,25230,2,0.126,3178.98,0.978
2019-09,loongma,3424,102,0.928,3177.472,0.978
2019-09,whizbz,3424,102,0.928,3177.472,0.978
2019-09,whynotgonow,3424,102,0.928,3177.472,0.978
2019-09,3rdeden,10590,4,0.3,3177,0.978
2019-09,alexaltea,3729,45,0.85,3169.65,0.978
2019-09,anatrajkovska,3729,45,0.85,3169.65,0.978
2019-09,andybitz,3729,45,0.85,3169.65,0.978
2019-09,caarlos0,3729,45,0.85,3169.65,0.978
2019-09,juancampa,3729,45,0.85,3169.65,0.978
2019-09,mglagola,3729,45,0.85,3169.65,0.978
2019-09,paulogdm,3729,45,0.85,3169.65,0.978
2019-09,sarupbanskota,3729,45,0.85,3169.65,0.978
